Net Metrekare,Brüt Metrekare,Oda Sayısı,Bulunduğu Kat,Eşya Durumu,Binanın Yaşı,Isıtma Tipi,Fiyat,Şehir,Binanın Kat Sayısı,Kullanım Durumu,Fiyat Durumu,Yatırıma Uygunluk,İlan Güncelleme Tarihi,Site İçerisinde,Takas,İlan Oluşturma Tarihi,Türü,Kullanım Durumu,Kategorisi,Krediye Uygunluk,Tapu Durumu,İpotek Durumu,Aidat,İlan Numarası,Banyo Sayısı
75 M2,90 M2,1.5+1,,Eşyalı,5-10,Sobalı,4.250.000,corum,1,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,16 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun Değil,,,,14553954,1 
135 M2,140 M2,3+1,2.Kat,,5-10,Kombi Doğalgaz,1.950.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,16 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,1 TL,14553562,1 
95 M2,105 M2,2+1,1.Kat,,5-10,Kombi Doğalgaz,1.500.000,corum,4,Mülk Sahibi Oturuyor,Genel Fiyat,,15 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,100 TL,14552848,1 
200 M2,215 M2,4+1,1.Kat,Boş,1,Kombi Doğalgaz,3.050.000,corum,4,Kiracı Oturuyor,Genel Fiyat,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,,14547251,2 
125 M2,140 M2,3+1,3.Kat,,0 (Yeni),Kombi Doğalgaz,2.150.000,corum,5,Boş,Genel Fiyat,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14544223,1 
175 M2,180 M2,4+1,2.Kat,,0 (Yeni),Kombi Doğalgaz,2.850.000,corum,3,Boş,Genel Fiyat,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,1 TL,14543436,1 
170 M2,180 M2,4+1,2.Kat,,0 (Yeni),Kombi Doğalgaz,4.000.000,corum,5,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14543435,2
546 M2,547 M2,2+1,,Boş,21 Ve Üzeri,Sobalı,350.000,corum,2,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,Müstakil Tapulu,,,14542503,1
150 M2,160 M2,3+1,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3.300.000,corum,3,Boş,Genel Fiyat ,Yatırıma Uygun,12 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14534635,2
168 M2,178 M2,4+1,Yüksek Giriş,Boş,0 (Yeni),Kombi Doğalgaz,3.000.000,corum,3,Boş,Genel Fiyat ,Yatırıma Uygun,12 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14534520,2
125 M2,135 M2,3+1,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.500.000,corum,4,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,12 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14534278,1
90 M2,100 M2,2+1,3.Kat,Boş,16-20,Kombi Doğalgaz,875.000,corum,3,Boş,Genel Fiyat,Yatırıma Uygun,12 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14527861,1
60 M2,70 M2,1+1,1.Kat,Boş,0 (Yeni),Yerden Isıtma,2.250.000,corum,4,Boş,Genel Fiyat,Yatırıma Uygun,12 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14527233,1
135 M2,145 M2,3+1,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,4.000.000,corum,8,Boş,Genel Fiyat,Yatırıma Uygun,12 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14527168,2
80 M2,90 M2,2+1,5.Kat,,5-10,Kombi Doğalgaz,1.900.000,corum,5,Boş,Genel Fiyat,,10 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14523050,1
175 M2,185 M2,4+1,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,5.000.000,corum,8,Boş,Genel Fiyat,Yatırıma Uygun,10 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14522976,2
110 M2,120 M2,2+1,3.Kat,,16-20,Kombi Doğalgaz,1.000.000,corum,3,Boş,Genel Fiyat,,10 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,50 TL,14522843,1 
145 M2,155 M2,4+1,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.350.000,corum,3,Boş,Genel Fiyat,Yatırıma Uygun,10 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14522091,2
135 M2,145 M2,3+1,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3.100.000,corum,3,Boş,Genel Fiyat,Yatırıma Uygun,10 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14521976,2
135 M2,145 M2,3+1,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3.650.000,corum,3,Boş,Genel Fiyat,Yatırıma Uygun,10 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14521817,2
130 M2,140 M2,3+1,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2.000.000,corum,7,Boş,Genel Fiyat,Yatırıma Uygun,10 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14521205,1
100 M2,110 M2,3+1,3.Kat,,5-10,Kombi Doğalgaz,3.200.000,corum,3,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,10 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,,14520114,1
145 M2,150 M2,3+1,2.Kat,,16-20,Kombi Doğalgaz,2.200.000,corum,7,Boş,Genel Fiyat ,Yatırıma Uygun,10 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14519976,1
130 M2,135 M2,3+1,2.Kat,,16-20,Kombi Doğalgaz,1.800.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,10 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14519928,1
125 M2,130 M2,3+1,5.Kat,,16-20,Kombi Doğalgaz,1.900.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat ,,10 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14519873,1
130 M2,145 M2,3+1,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.030.000,corum,4,Boş,Genel Fiyat,Yatırıma Uygun,09 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Yok,,14517501,1
120 M2,130 M2,3+1,2.Kat,,5-10,Kombi Doğalgaz,1.500.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat,,09 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,100 TL,14517463,1 
140 M2,150 M2,3+1,1.Kat,,5-10,Kombi Doğalgaz,1.900.000,corum,5,Boş,Birim Fiyat,,19 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14511296,1 
250 M2,270 M2,5+1,,,16-20,Kombi Doğalgaz,3.650.000,corum,2,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,09 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,Bilinmiyor,,,14509541,1 
140 M2,145 M2,3+1,Düz Giriş (Zemin),Boş,21 Ve Üzeri,Kombi Doğalgaz,1.100.000,corum,5,Boş,Genel Fiyat ,Bilinmiyor,08 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14509487,1
243 M2,244 M2,1 Oda,,,21 Ve Üzeri,Kombi Doğalgaz,18.000.000,corum,5,Boş,Genel Fiyat ,Bilinmiyor,08 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14509485,Yok
130 M2,140 M2,3+1,2.Kat,Boş,1,Kombi Doğalgaz,1.900.000,corum,5,Boş,Genel Fiyat,Yatırıma Uygun,06 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14502261,1
125 M2,135 M2,3+1,1.Kat,Boş,3,Kombi Doğalgaz,2.100.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,06 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14501552,1
125 M2,130 M2,3+1,Yüksek Giriş,Boş,1,Kombi Doğalgaz,1.775.000arrow_downward%5,corum,5,Boş,Genel Fiyat,Yatırıma Uygun,06 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14501208,1
130 M2,140 M2,3+1,,Boş,21 Ve Üzeri,Kombi Doğalgaz,3.700.000,corum,2,Boş,Genel Fiyat,Yatırıma Uygun,06 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,,Yok,,14501065,1
280 M2,340 M2,6+1,,Boş,0 (Yeni),Yerden Isıtma,10.500.000,corum,3,Boş,Genel Fiyat ,Bilinmiyor,05 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,Müstakil Tapulu,,,14498616,4
110 M2,120 M2,2+1,7.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.375.000,corum,7,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,04 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14490798,1
140 M2,150 M2,3+1,4.Kat,Boş,1,Kombi Doğalgaz,3.000.000,corum,6,Boş,Genel Fiyat,Yatırıma Uygun,04 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14490535,2
135 M2,145 M2,3+1,3.Kat,Boş,1,Kombi Doğalgaz,2.500.000,corum,5,Boş,Genel Fiyat,Yatırıma Uygun,04 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14490312,1
130 M2,145 M2,4+1,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.200.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,04 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,Yok,150 TL,14490228,1
130 M2,155 M2,3+1,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.600.000,corum,5,Boş,Genel Fiyat,,04 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Yok,150 TL,14490153,2
250 M2,262 M2,3+1,Müstakil,,21 Ve Üzeri,Sobalı,1.150.000,corum,2,Boş,Genel Fiyat ,,04 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Bilinmiyor,,,,14488852,Yok
85 M2,95 M2,2+1,4.Kat,Boş,11-15,Kombi Doğalgaz,1.250.000,corum,4,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Evet,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14488668,1
125 M2,140 M2,2+1,7.Kat,Boş,16-20,Kombi Doğalgaz,1.550.000,corum,8,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,03 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,Yok,200 TL,14487161,1
125 M2,135 M2,3+1,4.Kat,Boş,5-10,Kombi Doğalgaz,1.680.000,corum,4,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,03 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14484823,1
125 M2,135 M2,3+1,Düz Giriş (Zemin),Boş,11-15,Kombi Doğalgaz,1.600.000,corum,4,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,03 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14484241,1
170 M2,180 M2,4+1,5.Kat,Boş,5-10,Kombi Doğalgaz,3.630.000,corum,6,Boş,Genel Fiyat ,Yatırıma Uygun,02 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14479786,2
100 M2,110 M2,2+1,5.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.450.000,corum,8,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,02 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,Kat Mülkiyeti,Yok,,14479677,1
140 M2,150 M2,3+1,1.Kat,Boş,11-15,Kombi Doğalgaz,1.425.000arrow_downward%3,corum,3,Boş,Genel Fiyat,Yatırıma Uygun,02 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14479502,1
125 M2,130 M2,3+1,5.Kat,,16-20,Kombi Doğalgaz,2.400.000,corum,5,Kiracı Oturuyor,Genel Fiyat ,Yatırıma Uygun,02 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14478622,1
115 M2,128 M2,3+1,4.Kat,Boş,2,Kombi Doğalgaz,2.100.000,corum,5,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,02 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,Yok,150 TL,14478350,1
120 M2,130 M2,3+1,5.Kat,,11-15,Kombi Doğalgaz,2.450.000,corum,5,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,02 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,90 TL,14477843,1
118 M2,125 M2,3+1,5.Kat,,4,Kombi Doğalgaz,2.000.000,corum,5,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,02 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,Yok,,14477760,1
128 M2,150 M2,3+1,5.Kat,Boş,2,Kombi Doğalgaz,4.590.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,01 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14476469,2
360 M2,380 M2,6+2,,,5-10,Kombi Doğalgaz,8.500.000,corum,3,Boş,Genel Fiyat,Bilinmiyor,01 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,Müstakil Tapulu,,,14476468,3 
148 M2,162 M2,4+1,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.990.000,corum,5,Boş,Genel Fiyat ,Bilinmiyor,05 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14476466,2
120 M2,135 M2,3+1,6.Kat,Boş,11-15,Kombi Doğalgaz,2.200.000,corum,6,Boş,Genel Fiyat ,Bilinmiyor,31 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14471814,1
150 M2,170 M2,3+1,7.Kat,Boş,5-10,Kombi Doğalgaz,3.000.000,corum,7,Boş,Genel Fiyat ,Bilinmiyor,31 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14471812,1
135 M2,284 M2,3+1,Müstakil,Boş,16-20,Kombi Doğalgaz,3.250.000,corum,2,Boş,Genel Fiyat,Bilinmiyor,18 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Müstakil Tapulu,,,14469753,2 
130 M2,135 M2,3+1,4.Kat,,0 (Yeni),Kombi Doğalgaz,2.950.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,05 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14469362,2 
102 M2,113 M2,2+1,3.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.350.000arrow_downward%4,corum,3,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,01 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,Yok,120 TL,14466837,1
120 M2,130 M2,2+1,2.Kat,Boş,16-20,Kombi Doğalgaz,1.500.000arrow_downward%6,corum,4,Boş,Genel Fiyat,Yatırıma Uygun,01 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Yok,0 TL,14466054,1
90 M2,105 M2,2+1,3.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,780.000,corum,3,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,30 Aralık 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,Yok,50 TL,14466019,1
115 M2,128 M2,3+1,3.Kat,Boş,2,Kombi Doğalgaz,1.750.000,corum,5,Boş,Genel Fiyat,Yatırıma Uygun,08 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,200 TL,14465990,1
120 M2,130 M2,3+1,2.Kat,Boş,11-15,Kombi Doğalgaz,1.550.000,corum,4,Boş,Genel Fiyat,,30 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Yok,100 TL,14465932,1
120 M2,130 M2,3+1,2.Kat,Boş,16-20,Kombi Doğalgaz,1.365.000,corum,5,Boş,Genel Fiyat ,Yatırıma Uygun,29 Aralık 2023,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14463183,1
160 M2,180 M2,3+1,1.Kat,Boş,16-20,Kombi Doğalgaz,1.650.000,corum,3,Boş,Genel Fiyat ,Bilinmiyor,29 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14463078,1
100 M2,110 M2,2+1,Yüksek Giriş,Boş,21 Ve Üzeri,Kombi Doğalgaz,975.000,corum,3,Boş,Genel Fiyat ,Bilinmiyor,29 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14463075,1
150 M2,160 M2,4+1,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3.500.000,corum,3,Boş,Genel Fiyat,Yatırıma Uygun,29 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14462199,2
125 M2,135 M2,3+1,Düz Giriş (Zemin),Boş,11-15,Kombi Doğalgaz,1.150.000,corum,6,Boş,Genel Fiyat,Yatırıma Uygun,29 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14461475,1
135 M2,145 M2,3+1,3.Kat,Boş,1,Kombi Doğalgaz,2.500.000,corum,5,Boş,Genel Fiyat,Yatırıma Uygun,29 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14461277,1
125 M2,130 M2,3+1,1.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1.500.000arrow_downward%6,corum,6,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,05 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,0 TL,14459686,1
120 M2,130 M2,3+1,2.Kat,Boş,0 (Yeni),Merkezi Doğalgaz,2.050.000,corum,8,Boş,Genel Fiyat ,Yatırıma Uygun,28 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14458718,1
120 M2,130 M2,3+1,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.050.000,corum,3,Boş,Genel Fiyat,Yatırıma Uygun,28 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14458341,1
125 M2,135 M2,3+1,Yüksek Giriş,Boş,11-15,Kombi Doğalgaz,1.700.000arrow_downward%3,corum,5,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Müstakil Tapulu,Yok,100 TL,14452429,1
130 M2,140 M2,3+1,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.230.000arrow_downward%2,corum,3,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun Değil,20 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Bilinmiyor,Kat İrtifakı,Yok,0 TL,14451329,1
125 M2,150 M2,3+1,1.Kat,,11-15,Kombi Doğalgaz,1.100.000,corum,5,Kiracı Oturuyor,Genel Fiyat,,10 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,100 TL,14451109,1 
130 M2,145 M2,3+1,3.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.230.000arrow_downward%2,corum,3,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,20 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Bilinmiyor,Kat Mülkiyeti,Yok,0 TL,14450757,1
130 M2,140 M2,3+1,1.Kat,Boş,4,Kombi Doğalgaz,2.950.000,corum,5,Boş,Genel Fiyat,Yatırıma Uygun,27 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14449728,1
235 M2,245 M2,4+1,5.Kat,Boş,16-20,Kombi Doğalgaz,3.000.000arrow_downward%6,corum,5,Boş,Genel Fiyat,Yatırıma Uygun,27 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14449137,2
130 M2,140 M2,3+1,5.Kat,,5-10,Kombi Doğalgaz,1.950.000,corum,5,Boş,Genel Fiyat ,Bilinmiyor,25 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Müstakil Tapulu,,,14446571,1
125 M2,130 M2,3+1,1.Kat,,5-10,Kombi Doğalgaz,1.900.000,corum,5,Boş,Genel Fiyat,,18 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14442254,1 
100 M2,110 M2,2+1,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.600.000,corum,3,Boş,Genel Fiyat,Yatırıma Uygun,23 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14442156,1
215 M2,225 M2,4+1,,Boş,0 (Yeni),Kombi Doğalgaz,6.150.000,corum,2,Boş,Genel Fiyat,Yatırıma Uygun,24 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,Müstakil Tapulu,Yok,,14442004,2
100 M2,110 M2,2+1,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.500.000,corum,3,Boş,Genel Fiyat ,Bilinmiyor,23 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14441687,1
125 M2,135 M2,3+1,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.750.000,corum,5,Boş,Genel Fiyat,Yatırıma Uygun,23 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14441411,2
116 M2,125 M2,3+1,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.250.000,corum,5,Boş,Genel Fiyat,Yatırıma Uygun,23 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14441240,1
125 M2,135 M2,3+1,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.800.000,corum,3,Boş,Genel Fiyat,Yatırıma Uygun,23 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14441131,1
80 M2,90 M2,2+1,4.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),1.050.000,corum,4,Boş,Genel Fiyat ,Bilinmiyor,23 Aralık 2023,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14439331,1
125 M2,130 M2,2+1,Düz Giriş (Zemin),,21 Ve Üzeri,Kombi Doğalgaz,910.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,22 Aralık 2023,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,50 TL,14438335,1 
130 M2,135 M2,3+1,5.Kat,,0 (Yeni),Kombi Doğalgaz,2.150.000arrow_downward%7,corum,5,Boş,Genel Fiyat ,Yatırıma Uygun,12 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14434776,1
130 M2,135 M2,3+1,2.Kat,,5-10,Kombi Doğalgaz,2.250.000,corum,3,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,22 Aralık 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,,14434730,1
85 M2,95 M2,2+1,Düz Giriş (Zemin),,11-15,Kombi Doğalgaz,980.000,corum,4,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,20 Aralık 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,Kat İrtifakı,,50 TL,14422854,1 
130 M2,140 M2,3+1,6.Kat,Boş,5-10,Kombi Doğalgaz,1.775.000,corum,7,Boş,Genel Fiyat ,Bilinmiyor,20 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14422766,1
180 M2,190 M2,4+1,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.380.000,corum,7,Boş,Genel Fiyat,Yatırıma Uygun,19 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,150 TL,14422345,2
